GENESIS-Tabelle: 12411-0018
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2016;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;14511;Chemnitz, kreisfreie Stadt;3435;3254;4087;4658;2864;2017;5834;10397;9375;8273;6279;8030;8761;7874;7935;14309;13897;3325;2989;3904;4417;2667;1808;4897;8176;7738;6949;5573;7175;8633;8274;9312;17200;22037
31.12.2016;14521;Erzgebirgskreis;4247;4372;6167;7425;4532;2582;5036;8347;9898;10745;9990;11987;13687;13840;14891;21978;18760;4081;4215;5747;7047;4160;2313;4220;7125;8885;9418;8625;11003;13545;14374;15654;23908;31332
31.12.2016;14522;Mittelsachsen, Landkreis;3972;4038;5413;6345;3970;2497;5418;9090;9461;9763;8575;11380;13246;12620;12409;18058;17962;3728;3836;5072;6082;3621;2032;4194;7168;8049;8273;7372;10528;12713;12715;12714;20042;28149
31.12.2016;14523;Vogtlandkreis;2761;2729;3816;4678;2973;1768;3552;5810;6593;6806;6361;8396;9806;9461;9159;14257;13668;2608;2548;3447;4319;2633;1530;2929;5118;5943;5833;5595;7849;9597;9601;9877;16628;22402
31.12.2016;14524;Zwickau, Landkreis;3991;3984;5319;6405;4081;2415;5424;8470;9447;9518;8704;11795;13681;12946;12453;19494;18739;3824;3673;5095;6281;3771;2138;4572;7478;8507;8429;7794;10925;13331;13012;13408;22616;30379
31.12.2016;14612;Dresden, kreisfreie Stadt;9551;8741;10464;10853;6301;5322;17787;27042;24476;20811;15917;17670;18129;15306;13757;23551;26720;9048;8256;10005;10277;5596;4993;15590;23622;21557;18782;14136;15820;17313;15620;15497;28982;39680
31.12.2016;14625;Bautzen, Landkreis;4114;4168;5602;6644;4147;2277;4141;7482;9113;9734;8859;11039;13573;13222;12190;16615;17637;3866;3930;5355;6356;3791;1948;3315;6506;7951;8462;7680;9959;13388;13109;12488;18660;27370
31.12.2016;14626;Görlitz, Landkreis;3099;3234;4415;5325;3368;2015;3850;6172;7215;7466;6757;9147;11265;11129;10686;15314;16003;3084;3045;4325;5179;3061;1821;3558;5396;6442;6372;6090;8356;10927;11067;10727;17301;25126
31.12.2016;14627;Meißen, Landkreis;3161;3326;4620;5339;3335;1793;3451;5962;7350;7888;7033;9171;10878;10096;9411;13081;14375;3077;3192;4182;5311;2957;1651;2777;5196;6445;7042;6226;8329;10462;10117;9577;15159;21919
31.12.2016;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;3359;3561;4689;5580;3370;1919;3453;6022;7181;7801;7343;9127;10733;9780;9235;14058;14234;3127;3271;4451;5309;3031;1641;2910;5702;6733;7178;6507;8244;10169;9526;9566;15728;21528
31.12.2016;14713;Leipzig, kreisfreie Stadt;10276;8744;10108;10600;5997;4768;16366;29009;27438;23091;16471;18858;19212;16002;14488;23380;25484;9478;8258;9812;10139;5627;5206;18256;28243;25097;20195;14223;16403;17899;16452;16183;28870;40455
31.12.2016;14729;Leipzig, Landkreis;3236;3460;4832;5651;3395;1962;3549;6084;7338;7970;7444;10184;12174;11109;10101;14422;13790;3164;3153;4459;5379;3225;1714;2921;5605;7015;7541;6746;9576;11608;11109;10425;16346;21646
31.12.2016;14730;Nordsachsen, Landkreis;2570;2545;3505;4228;2714;1541;3012;5167;6129;6508;5727;7615;9272;8916;8191;10336;10452;2397;2420;3289;4015;2336;1254;2343;4348;5530;5599;5008;7128;8855;8758;8134;11592;16629
31.12.2016;15001;Dessau-Roßlau, kreisfreie Stadt;953;955;1285;1494;969;540;1386;2315;2345;2309;1986;2873;3552;3372;3110;5193;5468;924;813;1171;1365;786;526;1220;2139;2111;2061;1840;2725;3529;3305;3489;6149;8247
31.12.2016;15002;Halle (Saale), kreisfreie Stadt;3521;3267;4147;4756;2851;2431;7341;10180;9301;7775;6245;7865;8140;7083;7013;11936;11346;3269;3058;4064;4375;2473;2611;8127;9551;8230;6864;5620;7301;8115;7485;8317;14906;18441
31.12.2016;15003;Magdeburg, kreisfreie Stadt;3613;3224;3980;4430;2769;2359;7805;11161;9445;7703;6101;7907;8726;7786;7113;11619;11786;3215;3048;3821;4120;2332;2049;6803;9185;8016;6778;5433;7386;8593;8106;8255;14571;18898
31.12.2016;15081;Altmarkkreis Salzwedel;1120;1078;1494;1856;1233;729;1397;2411;2691;2685;2340;3284;4328;4055;3546;4144;4188;1059;1059;1432;1670;1055;608;1226;2006;2319;2251;2049;3073;3980;4020;3447;4640;6763
31.12.2016;15082;Anhalt-Bitterfeld, Landkreis;1843;1867;2493;3071;2092;1251;2802;4403;4800;4870;4590;6193;7340;7291;6916;9249;8972;1823;1677;2479;2910;1784;1106;2140;3776;4153;4260;3927;5866;7324;7416;7099;10762;14555
31.12.2016;15083;Börde, Landkreis;2214;2299;3097;3707;2334;1406;2842;4598;5424;5841;5032;7086;8279;8128;7281;9014;7805;2158;2230;2913;3360;2135;1116;2133;4177;5019;4977;4574;6531;7876;7953;7275;9563;12582
31.12.2016;15084;Burgenlandkreis;2243;2153;2909;3510;2267;1413;3018;5155;5672;5725;4940;7092;8376;8282;7581;10239;10389;2071;1967;2694;3323;1959;1125;2329;4138;4752;4812;4086;6395;7993;8144;7816;11531;17075
31.12.2016;15085;Harz, Landkreis;2544;2633;3469;4420;2979;2008;4063;6158;6488;6591;5762;8263;9874;9442;8940;12853;11916;2331;2411;3218;3970;2531;1529;3146;4995;5704;5903;5105;7857;9616;9591;9314;14671;19348
31.12.2016;15086;Jerichower Land, Landkreis;1143;1133;1492;1873;1276;711;1422;2387;2822;2879;2543;3592;4401;4465;3869;4902;4701;1090;1127;1509;1714;1077;579;1119;1925;2306;2533;2225;3252;4289;4223;3849;5409;7508
31.12.2016;15087;Mansfeld-Südharz, Landkreis;1487;1563;2194;2667;1784;1026;2150;3467;4022;4016;3781;5073;6256;6508;6111;8530;8267;1440;1525;2018;2586;1508;810;1660;2963;3391;3479;3303;4736;6302;6253;6197;9686;13022
31.12.2016;15088;Saalekreis;2292;2306;3367;3906;2344;1453;3035;4856;5505;6037;5323;7466;8652;8031;7744;10683;9122;2181;2309;3064;3560;2163;1275;2396;4312;5078;5336;4750;7032;8327;8085;8014;11674;14273
31.12.2016;15089;Salzlandkreis;2319;2228;3121;3785;2460;1478;3270;5262;5751;5668;5158;7647;8826;8435;7911;11152;10680;2154;2226;2929;3618;2193;1258;2710;4587;4904;5040;4493;7113;8722;8731;8194;13029;17523
31.12.2016;15090;Stendal, Landkreis;1365;1415;1937;2410;1641;967;1976;3370;3459;3275;2947;4368;5507;5369;4857;6047;5754;1310;1355;1854;2212;1485;847;1708;2844;2975;2778;2711;4189;5366;5467;4812;6717;9099
31.12.2016;15091;Wittenberg, Landkreis;1396;1477;2019;2461;1663;934;1982;3358;3616;3611;3372;4915;5933;5841;5408;7490;7322;1342;1358;1908;2282;1391;792;1497;2720;3179;3132;3059;4487;5832;5835;5687;8461;11689
31.12.2016;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;16051;Erfurt, kreisfreie Stadt;3128;3015;3740;4111;2578;1767;5323;8606;8391;7431;5985;7167;7866;7317;6634;10135;9383;3064;2817;3677;3975;2348;1968;6332;8401;7508;6739;5380;6857;7804;7531;7526;11987;14622
31.12.2016;16052;Gera, kreisfreie Stadt;1204;1183;1526;1733;1050;707;1609;2781;3031;2820;2401;3077;3897;3943;3852;5487;5456;1118;1100;1447;1591;991;658;1446;2755;2634;2440;2046;2914;3925;4046;4254;6574;9054
31.12.2016;16053;Jena, kreisfreie Stadt;1782;1541;1999;2124;1195;1026;3945;6437;5548;3920;2961;3348;3429;2996;2879;4873;4965;1678;1493;1896;2017;1046;1016;4351;5589;4324;3533;2608;2945;3269;3073;3311;5779;7425
31.12.2016;16054;Suhl, kreisfreie Stadt;414;386;482;591;402;368;640;932;948;984;872;1206;1466;1430;1467;2501;2248;367;391;438;525;325;252;561;809;782;829;763;1175;1576;1542;1762;2899;3275
31.12.2016;16055;Weimar, kreisfreie Stadt;973;933;1214;1407;876;571;1688;2612;2425;2201;1810;2140;2329;2087;1914;3037;2935;964;884;1161;1255;747;616;1873;2475;2259;2048;1652;2057;2406;2209;2152;3594;4851
31.12.2016;16056;Eisenach, kreisfreie Stadt;604;546;756;912;564;358;864;1428;1471;1419;1227;1567;1757;1660;1366;2149;2321;500;483;663;826;468;299;699;1246;1402;1238;1094;1420;1672;1712;1491;2615;3791
31.12.2016;16061;Eichsfeld, Landkreis;1481;1509;1901;2389;1398;905;1780;2991;3515;3422;3169;3715;4286;4149;4085;5337;4740;1432;1468;1865;2248;1334;747;1481;2702;3122;3021;2772;3259;4166;4122;3889;5601;7032
31.12.2016;16062;Nordhausen, Landkreis;1127;1052;1490;1753;1121;813;1782;2558;2773;2540;2237;3078;3673;3626;3260;4705;4575;1052;1018;1359;1604;996;749;1596;2184;2285;2281;2011;2948;3580;3532;3416;5300;7024
31.12.2016;16063;Wartburgkreis;1642;1669;2181;2558;1590;967;1995;3510;3941;4049;3731;4704;5608;5808;5203;6807;6414;1557;1558;1964;2447;1487;861;1642;2980;3397;3584;3307;4309;5441;5587;5052;7456;9723
31.12.2016;16064;Unstrut-Hainich-Kreis;1432;1413;1866;2311;1424;900;1868;2870;3231;3394;2909;3976;4473;4631;4163;5417;5272;1314;1301;1798;2249;1303;761;1630;2504;2913;2939;2619;3572;4483;4476;4248;5911;8377
31.12.2016;16065;Kyffhäuserkreis;911;948;1269;1610;1046;611;1244;2095;2336;2300;2091;2781;3454;3579;3355;4397;4130;841;829;1170;1480;934;496;1001;1703;2004;1977;1859;2616;3348;3560;3376;4998;6336
31.12.2016;16066;Schmalkalden-Meiningen, Landkreis;1503;1560;1979;2363;1462;971;2324;3594;4175;3893;3513;4630;5426;5689;5070;6876;6706;1471;1458;1830;2257;1386;820;1757;2900;3381;3293;3003;4303;5486;5544;5100;7724;10059
31.12.2016;16067;Gotha, Landkreis;1787;1754;2349;2839;1876;1188;2378;3852;4434;4337;4010;5223;6010;5856;5269;7436;6806;1723;1664;2274;2690;1648;976;1985;3407;3838;3825;3407;4765;5766;5890;5387;8284;10497
31.12.2016;16068;Sömmerda, Landkreis;957;945;1275;1567;928;541;1159;1779;2150;2364;2173;2796;3205;3094;3070;3948;3104;822;861;1228;1397;822;454;887;1652;1948;2083;1859;2537;3087;3134;3125;4231;4936
31.12.2016;16069;Hildburghausen, Landkreis;793;829;1087;1299;784;526;1099;1815;2281;2209;1930;2403;2938;3008;2684;3396;3126;731;833;1035;1227;696;436;856;1539;1867;1842;1673;2176;2796;2933;2670;3697;5116
31.12.2016;16070;Ilm-Kreis;1413;1375;1883;2059;1357;970;2526;4074;3608;3582;2974;4055;4682;4404;4152;6131;5544;1328;1306;1743;2047;1240;748;1820;2813;3073;3042;2561;3699;4449;4426;4475;6887;8721
31.12.2016;16071;Weimarer Land, Landkreis;1115;1141;1592;1825;1128;685;1260;1973;2572;2672;2614;3150;3773;3582;3437;4719;3630;1105;1167;1541;1802;976;590;1134;1913;2370;2516;2189;2938;3628;3751;3456;4796;5576
31.12.2016;16072;Sonneberg, Landkreis;644;643;826;1151;703;428;945;1398;1695;1732;1635;2137;2498;2599;2383;3213;3127;609;589;829;980;609;358;737;1293;1511;1484;1441;1966;2432;2555;2458;3647;5252
31.12.2016;16073;Saalfeld-Rudolstadt, Landkreis;1345;1288;1634;2052;1315;847;1554;2943;3239;3121;2964;3964;4851;4964;4577;6333;6297;1239;1243;1605;1928;1213;685;1259;2394;2741;2798;2620;3638;4631;4900;4607;7055;10471
31.12.2016;16074;Saale-Holzland-Kreis;1099;1137;1459;1803;1263;831;1444;2122;2609;2703;2381;3241;3865;3685;3499;4826;4242;1068;1081;1415;1646;1064;615;1072;1943;2383;2396;2192;2917;3787;3684;3489;5266;6298
31.12.2016;16075;Saale-Orla-Kreis;1007;1036;1424;1702;1105;625;1312;2065;2507;2615;2332;3070;3717;3800;3586;4517;4343;933;1017;1305;1575;1036;606;1044;1840;2170;2166;2065;2861;3601;3688;3516;4999;7177
31.12.2016;16076;Greiz, Landkreis;1153;1146;1598;2002;1287;773;1390;2139;2665;3085;2635;3624;4690;4616;4505;5945;5854;1067;1106;1466;1830;1088;615;1017;1868;2399;2474;2373;3496;4512;4697;4548;6599;9455
31.12.2016;16077;Altenburger Land, Landkreis;963;1015;1339;1734;1176;651;1332;2211;2475;2607;2529;3528;4163;3918;3938;5780;5559;972;995;1392;1658;1064;575;1045;1901;2147;2297;2079;3281;3943;3907;4106;6525;8802
__________
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
(C)opyright Statistisches Bundesamt (Destatis), 2018
Stand: 04.12.2018 / 10:47:48
